payload,rate_mbps,rtt_ms,loss_every,round,method,input_bytes,encoded_stream_payload_bytes,reconstructed_bytes,completion_ms_measured,reconstructed_rate_mbps_measured,encoded_rate_mbps_measured,reconstruction_ok,semantic_misses,mean_queue_delay_ms,max_queue_delay_ms,emulation
demo,20.0,20.0,0,14,redulink-binary-quic-stream,98304,30817,98304,332.291,2.366697,0.741928,True,13,2.269,10.828,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,15,raw-quic-stream,98304,98304,98304,352.599,2.230386,2.230386,True,0,1.757,8.689,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,15,redulink-binary-quic-stream,98304,30817,98304,316.317,2.486215,0.779395,True,13,1.757,8.689,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,16,raw-quic-stream,98304,98304,98304,366.972,2.14303,2.14303,True,0,0.699,3.456,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,16,redulink-binary-quic-stream,98304,30817,98304,409.205,1.921853,0.602476,True,13,0.699,3.456,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,17,raw-quic-stream,98304,98304,98304,371.533,2.116722,2.116722,True,0,1.836,8.605,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,17,redulink-binary-quic-stream,98304,30817,98304,315.487,2.492756,0.781446,True,13,1.836,8.605,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,18,raw-quic-stream,98304,98304,98304,344.716,2.281391,2.281391,True,0,1.758,7.691,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,18,redulink-binary-quic-stream,98304,30817,98304,309.224,2.543244,0.797273,True,13,1.758,7.691,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,19,raw-quic-stream,98304,98304,98304,387.797,2.027948,2.027948,True,0,2.084,9.975,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,19,redulink-binary-quic-stream,98304,30817,98304,328.095,2.396964,0.751417,True,13,2.084,9.975,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,20,raw-quic-stream,98304,98304,98304,319.972,2.457815,2.457815,True,0,1.363,6.706,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,20.0,0,20,redulink-binary-quic-stream,98304,30817,98304,319.376,2.462402,0.77193,True,13,1.363,6.706,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,1,raw-quic-stream,98304,98304,98304,803.053,0.979303,0.979303,True,0,0.377,4.096,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,1,redulink-binary-quic-stream,98304,30818,98304,795.923,0.988075,0.309759,True,13,0.377,4.096,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,2,raw-quic-stream,98304,98304,98304,773.136,1.017197,1.017197,True,0,0.345,3.709,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,2,redulink-binary-quic-stream,98304,30818,98304,787.047,0.999219,0.313252,True,13,0.345,3.709,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,3,raw-quic-stream,98304,98304,98304,783.83,1.00332,1.00332,True,0,0.391,3.584,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,3,redulink-binary-quic-stream,98304,30818,98304,803.523,0.97873,0.306829,True,13,0.391,3.584,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,4,raw-quic-stream,98304,98304,98304,768.31,1.023587,1.023587,True,0,0.384,4.299,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,4,redulink-binary-quic-stream,98304,30818,98304,797.278,0.986396,0.309232,True,13,0.384,4.299,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,5,raw-quic-stream,98304,98304,98304,785.756,1.00086,1.00086,True,0,0.42,3.56,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,5,redulink-binary-quic-stream,98304,30817,98304,807.772,0.973582,0.305205,True,13,0.42,3.56,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,6,raw-quic-stream,98304,98304,98304,770.851,1.020213,1.020213,True,0,0.324,3.789,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
demo,20.0,80.0,0,6,redulink-binary-quic-stream,98304,30818,98304,783.624,1.003583,0.31462,True,13,0.324,3.789,"full-duplex userspace token bucket per direction + one-way delay, shared by both flows; not kernel netem"
